code,entry_date,entry_price,exit_date,exit_price,reason,bars,gross_ret,ret,density
sh.600004,2018-07-02,27.5666,2018-07-13,30.781,MA,10,0.116604,0.11272,62
sh.600006,2019-05-09,14.0067,2019-05-23,12.8862,STOP,11,-0.08,-0.0834,144
sh.600006,2020-02-05,10.0342,2020-02-21,11.3631,MA,13,0.132432,0.128626,525
sh.600006,2022-04-28,12.1206,2022-05-13,13.486,MA,9,0.112644,0.108943,837
sh.600007,2022-04-27,19.2273,2022-05-10,22.3731,MA,7,0.163609,0.159823,54
sh.600012,2018-06-21,10.1244,2018-06-27,9.3145,STOP,5,-0.08,-0.083477,348
sh.600018,2020-02-05,61.4829,2020-03-04,64.6184,MA,21,0.050998,0.046795,525
sh.600019,2021-10-14,17.8227,2021-10-28,16.3969,STOP,11,-0.08,-0.083502,51
sh.600094,2018-10-18,7.6729,2018-11-06,7.9556,MA,14,0.036842,0.033284,78
sh.600094,2019-05-15,13.8516,2019-05-28,14.7199,MA,10,0.062682,0.059057,86
sh.600094,2022-04-28,6.2197,2022-05-19,6.7516,MA,13,0.085526,0.081893,837
sh.600094,2025-01-14,6.4864,2025-02-11,6.7343,MA,15,0.038217,0.034631,63
sh.600095,2017-05-25,20.156,2017-06-12,23.6398,MA,11,0.17284,0.16884,82
sh.600095,2018-06-21,11.2126,2018-07-17,11.4347,MA,19,0.019802,0.016157,348
sh.600095,2020-02-05,22.4196,2020-02-18,26.0634,MA,10,0.162531,0.158672,525
sh.600095,2022-04-28,17.6413,2022-05-18,19.6575,MA,12,0.114286,0.110481,837
sh.600096,2018-06-21,9.646,2018-06-22,8.8743,STOP,2,-0.08,-0.083417,348
sh.600096,2018-06-27,9.1564,2018-07-17,9.1745,MA,15,0.00198,-0.001615,57
sh.600097,2018-06-25,11.1779,2018-07-06,10.2837,STOP,10,-0.08,-0.083498,110
sh.600097,2022-04-28,9.6699,2022-05-23,10.2262,MA,15,0.057522,0.053902,837
sh.600097,2024-02-26,9.1236,2024-03-05,8.3937,STOP,7,-0.08,-0.083476,51
sh.600099,2018-02-09,14.6712,2018-03-06,16.9506,MA,13,0.155367,0.151498,234
sh.600099,2018-06-27,13.8423,2018-07-05,12.7349,STOP,7,-0.08,-0.083412,57
sh.600099,2018-07-09,13.6144,2018-07-11,12.5252,STOP,3,-0.08,-0.083429,70
sh.600099,2018-10-22,11.2521,2018-11-01,12.0602,MA,9,0.071823,0.068105,282
sh.600099,2019-05-09,14.6919,2019-05-30,16.101,MA,16,0.09591,0.092131,144
sh.600099,2022-04-28,14.3557,2022-05-19,15.5433,MA,13,0.082729,0.078944,837
sh.600100,2018-06-21,127.8396,2018-07-13,138.4562,MA,17,0.083046,0.079639,348
sh.600100,2022-04-28,64.5593,2022-05-24,68.4298,MA,16,0.059952,0.055813,837
sh.600100,2025-04-10,109.9211,2025-05-07,112.7078,MA,17,0.025352,0.021904,463
sh.600101,2020-02-05,33.4208,2020-02-18,37.8029,MA,10,0.131119,0.126926,525
sh.600101,2024-02-07,36.5654,2024-02-26,42.7906,MA,8,0.170248,0.166125,986
sh.600105,2018-02-09,30.9831,2018-03-06,34.7782,MA,13,0.12249,0.11873,234
sh.600105,2019-05-21,43.416,2019-05-30,39.9427,STOP,8,-0.08,-0.083532,50
sh.600105,2020-02-05,30.5214,2020-02-19,35.8775,MA,11,0.175487,0.171632,525
sh.600105,2022-04-28,26.2447,2022-05-23,28.3959,MA,15,0.081967,0.078074,837
sh.600105,2024-02-02,36.1403,2024-02-05,33.2491,STOP,2,-0.08,-0.083763,171
sh.600105,2024-02-07,32.5262,2024-02-22,38.2915,MA,6,0.177249,0.173458,986
sh.600106,2019-05-08,15.951,2019-06-12,16.5503,MA,25,0.037572,0.033971,200
sh.600106,2022-04-28,21.3172,2022-05-24,23.9819,MA,16,0.125,0.12114,837
sh.600106,2024-02-07,26.8492,2024-02-26,32.8022,MA,8,0.221719,0.217645,986
sh.600106,2025-01-08,32.3246,2025-01-21,33.9193,MA,10,0.049336,0.045731,298
sh.600107,2018-06-25,11.1321,2018-07-18,11.2986,MA,18,0.01495,0.011305,110
sh.600107,2018-10-22,8.081,2018-11-01,9.098,MA,9,0.125858,0.122138,282
sh.600107,2019-05-21,12.2047,2019-06-06,11.2283,STOP,13,-0.08,-0.083404,50
sh.600107,2022-04-28,9.283,2022-05-23,10.0226,MA,15,0.079681,0.075985,837
sh.600107,2024-02-26,8.1549,2024-02-28,8.7837,MA,3,0.077098,0.07346,51
sh.600107,2024-04-24,7.4523,2024-05-08,8.4878,MA,8,0.138958,0.135217,55
sh.600107,2024-06-11,6.5831,2024-06-21,6.0565,STOP,9,-0.08,-0.083393,145
sh.600107,2025-01-08,8.007,2025-01-13,7.3664,STOP,4,-0.08,-0.083421,298
sh.600107,2025-04-10,8.2474,2025-04-22,7.0824,STOP,9,-0.141256,-0.144554,463
sh.600108,2022-04-28,23.1327,2022-05-17,25.703,MA,11,0.111111,0.107364,837
sh.600108,2026-07-15,21.3823,2026-07-24,21.8262,MA,8,0.020761,0.017061,84
sh.600109,2019-05-21,77.3459,2019-05-30,79.4039,MA,8,0.026608,0.022775,50
sh.600110,2018-06-25,59.4598,2018-07-11,61.9739,MA,13,0.042283,0.038038,110
sh.600110,2019-05-21,51.8931,2019-05-30,53.8405,MA,8,0.037528,0.033044,50
sh.600110,2022-04-28,98.0585,2022-05-12,107.9102,MA,8,0.100467,0.096797,837
sh.600110,2024-02-07,46.7109,2024-02-26,53.484,MA,8,0.145,0.141212,986
sh.600110,2025-04-09,38.3029,2025-04-29,33.7486,STOP,15,-0.118902,-0.122529,136
sh.600067,2022-04-27,62.2231,2022-05-16,72.2525,MA,11,0.161184,0.156835,54
sh.600067,2024-02-07,34.3865,2024-03-11,39.2988,MA,18,0.142857,0.138689,986
sh.600067,2024-06-11,37.866,2024-06-24,34.8368,STOP,10,-0.08,-0.0837,145
sh.600067,2025-01-08,51.375,2025-02-10,51.9891,MA,18,0.011952,0.007488,298
sh.600067,2025-04-09,42.5737,2025-04-22,47.6907,MA,10,0.120192,0.116338,136
sh.600071,2017-01-18,94.3012,2017-02-13,98.7332,MA,14,0.046999,0.043368,50
sh.600071,2018-06-21,51.3412,2018-06-26,47.2339,STOP,4,-0.08,-0.084328,348
sh.600071,2018-10-22,34.7541,2018-10-23,31.9738,STOP,2,-0.08,-0.083819,282
sh.600071,2019-05-13,44.7152,2019-05-24,41.1379,STOP,10,-0.08,-0.083498,50
sh.600071,2020-02-05,40.3709,2020-02-20,46.7337,MA,12,0.157609,0.153634,525
sh.600071,2022-04-28,114.0917,2022-05-12,133.4434,MA,8,0.169615,0.165984,837
sh.600072,2017-05-10,54.9857,2017-05-23,50.5869,STOP,10,-0.08,-0.084199,52
sh.600072,2019-05-06,41.3666,2019-05-30,42.3212,MA,19,0.023077,0.019334,87
sh.600072,2024-01-24,49.3439,2024-01-26,55.5887,MA,3,0.126557,0.122854,148
sh.600072,2026-06-15,31.8009,2026-06-24,29.2568,STOP,7,-0.08,-0.083428,52
sh.600075,2019-05-09,46.4416,2019-06-06,42.7262,STOP,21,-0.08,-0.083457,144
sh.600075,2022-04-28,52.0726,2022-05-24,56.3439,MA,16,0.082024,0.077481,837
sh.600076,2018-06-25,11.6864,2018-07-18,11.7358,MA,18,0.004228,0.000652,110
sh.600076,2024-02-19,4.394,2024-02-28,5.6105,MA,8,0.276836,0.272886,103
sh.600076,2024-06-11,3.7982,2024-06-17,3.4944,STOP,5,-0.08,-0.083393,145
sh.600076,2025-01-08,4.8409,2025-02-07,4.8657,MA,17,0.005128,0.001588,298
sh.600076,2026-07-24,6.8021,2026-08-03,7.4475,MA,7,0.094891,0.091198,72
sh.600078,2019-05-16,22.9421,2019-05-29,22.8865,MA,10,-0.002421,-0.006007,56
sh.600078,2020-02-05,22.4988,2020-02-14,25.8402,MA,8,0.148515,0.144681,525
sh.600080,2017-12-07,32.9789,2018-01-05,34.1719,MA,21,0.036173,0.032608,156
sh.600080,2019-05-08,26.5598,2019-06-06,24.435,STOP,22,-0.08,-0.083635,200
sh.600080,2024-02-19,20.8127,2024-02-21,27.5788,MA,3,0.325095,0.320906,103
sh.600081,2019-05-15,87.5386,2019-05-20,78.4875,STOP,4,-0.103396,-0.106883,86
sh.600081,2024-02-07,56.0817,2024-02-26,67.2257,MA,8,0.19871,0.194129,986
sh.600082,2024-06-11,10.6759,2024-06-24,9.8218,STOP,10,-0.08,-0.083421,145
sh.600082,2025-01-08,12.9111,2025-01-16,13.8015,MA,7,0.068966,0.065256,298
sh.600084,2017-05-25,33.2761,2017-06-09,35.307,MA,10,0.061033,0.05744,82
sh.600084,2018-06-25,21.5592,2018-07-06,19.8344,STOP,10,-0.08,-0.08354,110
sh.600084,2018-10-22,15.7267,2018-11-02,18.3305,MA,10,0.165563,0.161755,282
sh.600084,2024-02-07,27.0791,2024-02-08,24.892,STOP,2,-0.080769,-0.084379,986
sh.600084,2025-01-08,26.0376,2025-02-07,26.4022,MA,17,0.014,0.010199,298
sh.600085,2022-04-28,322.8402,2022-05-09,373.6209,MA,5,0.157294,0.154018,837
sh.600088,2026-06-30,30.0043,2026-07-17,31.9805,MA,14,0.065863,0.062153,83
sh.600155,2018-02-13,19.8229,2018-03-07,21.3361,MA,12,0.076336,0.072712,103
sh.600156,2017-04-27,11.1952,2017-05-11,10.2996,STOP,10,-0.08,-0.083497,62
sh.600156,2018-02-09,5.4444,2018-03-05,6.0571,MA,12,0.112532,0.108843,234
sh.600156,2018-10-22,4.414,2018-10-29,5.6951,MA,6,0.290221,0.286256,282
sh.600156,2024-04-25,5.3609,2024-05-10,5.5558,MA,9,0.036364,0.032773,51
sh.600156,2026-07-24,9.713,2026-08-04,10.6202,MA,8,0.093391,0.089721,72
sh.600157,2019-05-16,80.471,2019-05-20,74.0334,STOP,3,-0.08,-0.083623,56
sh.600158,2017-04-27,72.6002,2017-05-11,66.7922,STOP,10,-0.08,-0.083757,62
sh.600158,2018-08-08,46.1799,2018-08-17,42.4855,STOP,8,-0.08,-0.083463,85
sh.600158,2019-05-09,49.8561,2019-05-23,55.5596,MA,11,0.114399,0.110724,144
sh.600158,2022-04-28,35.8486,2022-05-23,38.2351,MA,15,0.066572,0.062578,837
sh.600158,2025-01-08,39.2992,2025-01-27,39.5034,MA,14,0.005195,0.001415,298
sh.600159,2017-05-10,18.4527,2017-05-11,16.9765,STOP,2,-0.08,-0.083464,52
sh.600159,2024-02-26,11.9009,2024-02-28,12.5524,MA,3,0.054745,0.051112,51
sh.600159,2024-06-11,10.1201,2024-06-24,9.3105,STOP,10,-0.08,-0.083478,145
sh.600159,2025-01-07,9.9898,2025-01-22,10.4676,MA,12,0.047826,0.044253,128
sh.600160,2019-05-09,55.6082,2019-05-30,56.2938,MA,16,0.012329,0.008012,144
sh.600160,2026-07-22,338.8316,2026-08-05,348.0694,MA,11,0.027264,0.024216,84
sh.600161,2022-04-27,189.887,2022-05-06,209.9867,MA,5,0.105851,0.102653,54
sh.600162,2022-04-28,14.6828,2022-05-16,16.9933,MA,10,0.15736,0.153489,837
sh.600162,2024-02-07,11.7871,2024-02-28,13.5679,MA,10,0.151079,0.147292,986
sh.600162,2025-01-08,17.098,2025-01-13,15.7301,STOP,4,-0.08,-0.08355,298
sh.600163,2019-05-08,7.5653,2019-05-22,8.2369,MA,11,0.088785,0.085135,200
sh.600163,2026-06-30,9.8042,2026-07-08,9.0199,STOP,7,-0.08,-0.0834,83
sh.600165,2019-05-13,21.1068,2019-05-20,19.4182,STOP,6,-0.08,-0.083564,50
sh.600165,2019-05-22,19.7961,2019-05-30,18.2124,STOP,7,-0.08,-0.08339,61
sh.600165,2022-04-28,31.9991,2022-05-23,36.0216,MA,15,0.125706,0.121976,837
sh.600166,2022-04-27,41.9435,2022-05-16,49.6062,MA,11,0.182692,0.178726,54
sh.600169,2018-06-21,17.3904,2018-07-13,17.848,MA,17,0.026316,0.022626,348
sh.600169,2020-02-05,14.0343,2020-02-20,15.4073,MA,12,0.097826,0.094161,525
sh.600171,2025-01-14,76.3856,2025-01-23,85.4543,MA,8,0.118723,0.114736,63
sh.600171,2026-07-22,51.8544,2026-08-12,52.3693,MA,16,0.009931,0.005488,84
sh.600130,2017-05-25,22.9423,2017-06-07,25.2147,MA,8,0.099048,0.095309,82
sh.600130,2019-05-08,15.3386,2019-05-21,17.305,MA,10,0.128205,0.124426,200
sh.600130,2020-04-02,15.9504,2020-04-10,17.8731,MA,6,0.120548,0.116822,63
sh.600130,2022-04-28,13.7654,2022-05-20,15.0327,MA,14,0.092063,0.088388,837
sh.600130,2024-02-19,12.7603,2024-02-26,15.5571,MA,6,0.219178,0.21523,103
sh.600130,2024-04-24,14.0276,2024-04-30,15.2949,MA,5,0.090343,0.086689,55
sh.600130,2025-01-08,19.5774,2025-01-21,16.4747,STOP,10,-0.158482,-0.161766,298
sh.600130,2025-04-09,11.3619,2025-05-09,12.4107,MA,20,0.092308,0.088569,136
sh.600130,2026-06-02,21.8935,2026-06-09,20.142,STOP,6,-0.08,-0.083522,59
sh.600130,2026-07-15,16.7806,2026-07-20,15.4382,STOP,4,-0.08,-0.083572,84
sh.600131,2019-05-22,60.752,2019-06-05,55.8919,STOP,11,-0.08,-0.084026,61
sh.600131,2020-02-05,57.6389,2020-02-18,69.9092,MA,10,0.212881,0.208327,525
sh.600133,2018-10-22,14.5974,2018-11-02,15.5859,MA,10,0.06772,0.063977,282
sh.600133,2020-02-05,14.1484,2020-02-19,16.4955,MA,11,0.165888,0.162129,525
sh.600135,2018-02-09,18.2976,2018-03-06,20.2581,MA,13,0.107143,0.103389,234
sh.600135,2018-06-25,14.8574,2018-07-11,15.8011,MA,13,0.063516,0.059798,110
sh.600135,2018-10-18,11.4997,2018-11-05,12.5531,MA,13,0.091603,0.087879,78
sh.600135,2019-05-13,17.9518,2019-05-27,16.5156,STOP,11,-0.08,-0.083494,50
sh.600135,2022-04-28,12.5252,2022-05-19,13.5023,MA,13,0.078014,0.074257,837
sh.600135,2024-02-19,11.9604,2024-02-27,13.7713,MA,7,0.151402,0.14763,103
sh.600136,2018-07-02,27.4861,2018-07-12,29.2237,MA,9,0.063218,0.059411,62
sh.600136,2018-10-22,21.695,2018-11-05,23.0567,MA,11,0.062762,0.059015,282
sh.600136,2020-02-06,25.2395,2020-02-18,28.4911,MA,9,0.128829,0.124815,53
sh.600136,2020-04-02,19.2138,2020-04-10,21.3512,MA,6,0.111243,0.107535,63
sh.600136,2022-04-27,8.1858,2022-04-28,7.5309,STOP,2,-0.08,-0.083398,54
sh.600136,2022-05-05,8.4814,2022-05-09,7.6401,STOP,3,-0.099196,-0.102619,87
sh.600137,2018-06-25,17.116,2018-07-18,17.1522,MA,18,0.002113,-0.001559,110
sh.600137,2024-02-20,14.7932,2024-02-27,16.9369,MA,6,0.144915,0.141071,226
sh.600137,2025-01-08,18.0485,2025-01-16,19.6268,MA,7,0.087447,0.083708,298
sh.600138,2019-05-16,54.6786,2019-06-12,52.6474,MA,19,-0.037147,-0.04142,56
sh.600138,2020-02-05,40.2484,2020-02-20,46.3678,MA,12,0.152041,0.14807,525
sh.600138,2022-04-28,41.3157,2022-05-20,43.0887,MA,14,0.042914,0.03914,837
sh.600141,2018-06-21,25.6332,2018-07-10,28.5614,MA,14,0.114232,0.11026,348
sh.600141,2019-05-15,24.7452,2019-05-29,24.9852,MA,11,0.009699,0.006174,86
sh.600141,2026-07-28,84.8369,2026-08-06,91.1137,MA,8,0.073986,0.070196,79
sh.600143,2025-04-09,150.1226,2025-04-22,174.0316,MA,10,0.159263,0.155858,136
sh.600148,2017-04-27,55.7743,2017-05-08,51.3124,STOP,7,-0.08,-0.084173,62
sh.600148,2017-05-10,51.5112,2017-05-11,47.3903,STOP,2,-0.08,-0.084321,52
sh.600148,2017-05-25,45.0229,2017-06-02,41.4211,STOP,5,-0.08,-0.083491,82
sh.600148,2019-05-09,32.2815,2019-06-14,31.1107,TIME,26,-0.036269,-0.039748,144
sh.600148,2020-02-05,22.8939,2020-02-19,26.1974,MA,11,0.144292,0.140484,525
sh.600148,2024-02-07,23.2171,2024-02-08,21.0673,STOP,2,-0.092593,-0.09603,986
sh.600148,2024-02-20,23.862,2024-02-27,28.0755,MA,6,0.176577,0.172764,226
sh.600148,2025-01-07,36.2071,2025-01-22,38.9657,MA,12,0.07619,0.072195,128
sh.600149,2022-04-28,10.44,2022-05-16,12.1464,MA,10,0.163441,0.159631,837
sh.600149,2025-01-08,8.8684,2025-01-20,9.2501,MA,9,0.043038,0.039448,298
sh.600150,2017-05-10,58.8441,2017-05-23,54.1365,STOP,10,-0.08,-0.084079,52
sh.600150,2019-05-15,51.5849,2019-06-04,47.4581,STOP,15,-0.08,-0.084319,86
sh.600150,2021-02-10,36.6962,2021-02-25,39.9458,MA,7,0.088556,0.08456,65
sh.600151,2017-05-25,25.9541,2017-06-15,26.9606,MA,14,0.038781,0.034939,82
sh.600151,2018-02-08,19.2207,2018-03-06,20.6658,MA,14,0.075188,0.071535,68
sh.600151,2018-07-09,14.3794,2018-07-24,14.56,MA,12,0.012563,0.008885,70
sh.600151,2019-05-09,18.8594,2019-05-30,20.5213,MA,16,0.088123,0.08443,144
sh.600151,2020-02-06,14.6684,2020-02-19,16.2219,MA,10,0.105911,0.102116,53
sh.600151,2022-04-28,27.4219,2022-05-16,32.1549,MA,10,0.172596,0.168621,837
sh.600151,2024-02-07,15.4994,2024-02-26,19.2929,MA,8,0.244755,0.240813,986
sh.600151,2025-01-14,24.1703,2025-02-07,25.0374,MA,13,0.035874,0.032286,63
sh.600151,2026-06-15,42.1265,2026-06-26,38.7564,STOP,9,-0.08,-0.083567,52
sh.600152,2018-02-09,12.9653,2018-03-02,14.5447,MA,11,0.121818,0.118034,234
sh.600152,2019-05-09,14.0025,2019-05-27,16.2655,MA,13,0.161616,0.157854,144
sh.600152,2022-04-28,12.0931,2022-05-10,13.2246,MA,6,0.093567,0.089893,837
sh.600152,2024-02-19,10.2543,2024-02-26,12.706,MA,6,0.23908,0.235138,103
sh.600152,2026-07-15,18.835,2026-07-17,17.3282,STOP,3,-0.08,-0.083442,84
sh.600172,2019-05-06,23.9799,2019-05-20,22.0615,STOP,11,-0.08,-0.083423,87
sh.600172,2024-02-07,15.8534,2024-02-22,19.9833,MA,6,0.260504,0.256562,986
sh.600172,2025-04-09,23.6469,2025-04-16,27.3771,MA,6,0.157746,0.153953,136
sh.600173,2018-10-22,6.8033,2018-10-29,8.6326,MA,6,0.268882,0.264929,282
sh.600173,2022-04-28,11.0596,2022-05-17,12.4028,MA,11,0.121457,0.117771,837
sh.600173,2024-02-07,8.1232,2024-02-08,7.4733,STOP,2,-0.08,-0.083406,986
sh.600173,2024-02-20,8.4049,2024-02-28,9.5318,MA,7,0.134078,0.130295,226
sh.600176,2018-07-09,102.8754,2018-07-13,118.8154,MA,5,0.154945,0.151241,70
sh.600178,2017-05-10,14.8209,2017-05-23,13.6352,STOP,10,-0.08,-0.083505,52
sh.600178,2019-05-08,7.7451,2019-05-30,8.1042,MA,17,0.046371,0.042725,200
sh.600178,2022-04-28,8.1505,2022-05-18,9.232,MA,12,0.132692,0.128971,837
sh.600178,2024-04-25,16.5331,2024-05-07,17.6003,MA,6,0.064547,0.060942,51
sh.600179,2018-06-21,14.8185,2018-07-04,17.2576,MA,10,0.1646,0.160728,348
sh.600179,2019-05-13,9.439,2019-05-20,8.6839,STOP,6,-0.08,-0.083439,50
sh.600179,2019-05-22,8.9211,2019-05-30,8.2075,STOP,7,-0.08,-0.083399,61
sh.600180,2018-06-25,20.7288,2018-07-05,19.0705,STOP,9,-0.08,-0.083586,110
sh.600180,2019-05-16,20.1708,2019-05-17,18.5572,STOP,2,-0.08,-0.083619,56
sh.600180,2024-02-07,10.0811,2024-02-27,12.0046,MA,9,0.190805,0.186916,986
sh.600182,2018-10-18,19.1165,2018-11-06,20.1779,MA,14,0.055522,0.051892,78
sh.600183,2025-04-10,235.9681,2025-04-16,217.0906,STOP,5,-0.08,-0.08286,463
sh.600184,2018-06-21,38.5728,2018-07-11,38.4541,MA,15,-0.003077,-0.006869,348
sh.600184,2019-05-08,31.9224,2019-05-28,35.1116,MA,15,0.099904,0.09621,200
sh.600184,2020-02-05,28.9027,2020-02-19,32.6539,MA,11,0.129787,0.125939,525
sh.600184,2022-04-28,31.1765,2022-05-11,37.4614,MA,7,0.201589,0.197717,837
sh.600184,2024-02-07,24.6927,2024-02-26,29.0631,MA,8,0.176991,0.173213,986
sh.600185,2022-04-28,26.5298,2022-05-17,32.8882,MA,11,0.239669,0.235553,837
sh.600185,2024-02-07,30.6673,2024-02-22,34.5146,MA,6,0.125455,0.121679,986
sh.600185,2024-06-11,27.489,2024-06-20,25.2899,STOP,8,-0.08,-0.083593,145
sh.600185,2025-01-08,35.1837,2025-01-13,32.369,STOP,4,-0.08,-0.083801,298
sh.600186,2018-02-05,8.0461,2018-02-27,10.2588,MA,12,0.275,0.271052,57
sh.600187,2018-10-22,10.3586,2018-11-05,11.1623,MA,11,0.077586,0.073897,282
sh.600187,2025-01-08,14.1092,2025-01-23,12.9805,STOP,12,-0.08,-0.083393,298
sh.600188,2026-06-30,142.1509,2026-07-15,146.5665,MA,12,0.031063,0.027813,83
sh.600189,2018-07-09,9.1211,2018-07-27,9.6132,MA,15,0.053951,0.050274,70
sh.600189,2020-02-05,6.0631,2020-02-24,6.801,MA,14,0.121711,0.117997,525
sh.600191,2018-02-09,12.0496,2018-02-28,13.4355,MA,9,0.115016,0.111306,234
sh.600191,2018-06-21,8.9506,2018-07-16,9.1819,MA,18,0.025848,0.022294,348
sh.600191,2018-10-22,6.8864,2018-10-24,9.1241,MA,3,0.32493,0.320905,282
sh.600191,2020-02-05,8.1403,2020-02-18,9.587,MA,10,0.177725,0.173935,525
sh.600258,2018-08-08,37.0942,2018-08-20,34.1266,STOP,9,-0.08,-0.083728,85
sh.600258,2020-02-05,29.6668,2020-02-19,32.8792,MA,11,0.10828,0.104494,525
sh.600259,2020-02-05,28.5188,2020-02-18,32.9629,MA,10,0.15583,0.151928,525
sh.600259,2026-07-28,72.6719,2026-08-05,83.1387,MA,7,0.144028,0.139936,79
sh.600262,2017-04-27,31.5703,2017-05-11,29.0447,STOP,10,-0.08,-0.083436,62
